"","Common.name","area_square_miles","Estimate","Lower","Upper","Scientific.name","Order","Family","X95..Lower.CI","Abundance.estimate","X95..Upper.CI","Range.adjusted","Training.species"
"927","Black-winged Flycatcher-shrike",537326.7161,NA,NA,NA,"Hemipus hirundinaceus","Passeriformes","Vangidae (Vangas, Helmetshrikes, and Allies)",9681,977204,82851281,TRUE,FALSE
"928","Black-winged Ground-Dove",652287.4608,NA,NA,NA,"Metriopelia melanoptera","Columbiformes","Columbidae (Pigeons and Doves)",33165,2842116,236759939,TRUE,FALSE
"929","Black-winged Kite",10256601.09,NA,NA,NA,"Elanus caeruleus","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",63573,6323003,520876522,TRUE,FALSE
"930","Black-winged Lapwing",323968.5349,NA,NA,NA,"Vanellus melanopterus","Charadriiformes","Charadriidae (Plovers and Lapwings)",5960,461478,42694407,TRUE,FALSE
"931","Black-winged Lovebird",157425.7158,NA,NA,NA,"Agapornis taranta","Psittaciformes","Psittaculidae (Old World Parrots)",6210,548899,47888988,TRUE,FALSE
"932","Black-winged Monarch",78283.49432,NA,NA,NA,"Monarcha frater","Passeriformes","Monarchidae (Monarch Flycatchers)",3111,264816,23152927,TRUE,FALSE
"933","Black-winged Oriole",791789.5905,NA,NA,NA,"Oriolus nigripennis","Passeriformes","Oriolidae (Old World Orioles)",8127,741048,67637219,TRUE,FALSE
"934","Black-winged Parrot",14904.53658,"X","X","X","Hapalopsittaca melanotis","Psittaciformes","Psittacidae (New World and African Parrots)",22,2273,194791,TRUE,FALSE
"935","Black-winged Petrel",45698075.96,NA,NA,NA,"Pterodroma nigripennis","Procellariiformes","Procellariidae (Shearwaters and Petrels)",29656,2562938,213694062,FALSE,FALSE
"936","Black-winged Saltator",42569.47631,NA,NA,NA,"Saltator atripennis","Passeriformes","Thraupidae (Tanagers and Allies)",6298,567412,51718404,FALSE,FALSE
"937","Black-winged Snowfinch",378571.6866,NA,NA,NA,"Montifringilla adamsi","Passeriformes","Passeridae (Old World Sparrows)",4792,450824,39645423,TRUE,FALSE
"938","Blackcap Babbler",830914.9194,NA,NA,NA,"Turdoides reinwardtii","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)",12094,1110659,99730524,TRUE,FALSE
"939","Blackcap Illadopsis",377328.4797,NA,NA,NA,"Illadopsis cleaveri","Passeriformes","Pellorneidae (Ground Babblers and Allies)",1660,133994,13028044,FALSE,FALSE
"940","Blackish Antbird",1081828.125,NA,NA,NA,"Cercomacroides nigrescens","Passeriformes","Thamnophilidae (Typical Antbirds)",14939,1426674,126018985,TRUE,FALSE
"941","Blackish Cinclodes",4990.94754,NA,NA,NA,"Cinclodes antarcticus","Passeriformes","Furnariidae (Ovenbirds and Woodcreepers)",240,21589,2065789,TRUE,FALSE
"942","Blackish Nightjar",1592194.161,NA,NA,NA,"Nyctipolus nigrescens","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",18394,1409636,124847550,TRUE,FALSE
"943","Blackish Oystercatcher",207743.6432,NA,NA,NA,"Haematopus ater","Charadriiformes","Haematopodidae (Oystercatchers)",32880,2845535,289247907,TRUE,FALSE
"944","Blackish Pewee",98135.39611,NA,NA,NA,"Contopus nigrescens","Passeriformes","Tyrannidae (Tyrant Flycatchers)",2980,291232,27034307,FALSE,FALSE
"945","Blackish Rail",1256683.485,NA,NA,NA,"Pardirallus nigricans","Gruiformes","Rallidae (Rails, Gallinules, and Coots)",5385,496785,46957700,TRUE,FALSE
"946","Blackish Tapaculo",83562.87127,NA,NA,NA,"Scytalopus latrans","Passeriformes","Rhinocryptidae (Tapaculos)",1725,160005,18142872,FALSE,FALSE
"947","Blackish-breasted Babbler",35793.6596,"6250","2500","9999","Stachyris humei","Passeriformes","Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",49,4689,404364,FALSE,FALSE
"948","Blackish-gray Antshrike",566684.8262,NA,NA,NA,"Thamnophilus nigrocinereus","Passeriformes","Thamnophilidae (Typical Antbirds)",4585,416067,37254521,TRUE,FALSE
"949","Blackish-headed Spinetail",2362.636964,NA,NA,NA,"Synallaxis tithys","Passeriformes","Furnariidae (Ovenbirds and Woodcreepers)",4,451,46398,TRUE,FALSE
"950","Blacksmith Lapwing",2186114.751,NA,NA,NA,"Vanellus armatus","Charadriiformes","Charadriidae (Plovers and Lapwings)",70742,6529007,539891929,TRUE,FALSE
"951","Blanford's Rosefinch",379274.5371,NA,NA,NA,"Agraphospiza rubescens","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",385,33874,3245565,TRUE,FALSE
"952","Blaze-winged Parakeet",55406.59854,"X","X","X","Pyrrhura devillei","Psittaciformes","Psittacidae (New World and African Parrots)",3329,303809,27221346,FALSE,FALSE
"953","Blond-crested Woodpecker",1011320.066,NA,NA,NA,"Celeus flavescens","Piciformes","Picidae (Woodpeckers)",5359,480273,46411139,TRUE,FALSE
"954","Blood Pheasant",254016.5714,NA,NA,NA,"Ithaginis cruentus","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",2677,267321,24072257,TRUE,FALSE
"955","Blood-breasted Flowerpecker",26730.93176,"X","X","X","Dicaeum sanguinolentum","Passeriformes","Dicaeidae (Flowerpeckers)",4413,391947,32364089,FALSE,FALSE
"956","Blossom-headed Parakeet",654655.5368,NA,NA,NA,"Psittacula roseata","Psittaciformes","Psittaculidae (Old World Parrots)",6513,637014,55312899,TRUE,FALSE
"957","Blue Bunting",222923.5738,NA,NA,NA,"Cyanocompsa parellina","Passeriformes","Cardinalidae (Cardinals and Allies)",26763,2325371,226780495,FALSE,FALSE
"958","Blue Bustard",102256.3671,NA,NA,NA,"Eupodotis caerulescens","Otidiformes","Otididae (Bustards)",513,50721,4285410,FALSE,FALSE
"959","Blue Chaffinch",135.1116079,NA,NA,NA,"Fringilla teydea","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",2,155,14200,TRUE,FALSE
"960","Blue Cotinga",68116.58279,NA,NA,NA,"Cotinga nattererii","Passeriformes","Cotingidae (Cotingas)",1294,115711,9070994,TRUE,FALSE
"961","Blue Coua",128840.7757,NA,NA,NA,"Coua caerulea","Cuculiformes","Cuculidae (Cuckoos)",3345,306709,28087185,TRUE,FALSE
"962","Blue Crane",342216.4827,NA,NA,NA,"Anthropoides paradiseus","Gruiformes","Gruidae (Cranes)",3439,288733,24671306,TRUE,FALSE
"963","Blue Cuckooshrike",634964.3879,NA,NA,NA,"Cyanograucalus azureus","Passeriformes","Campephagidae (Cuckooshrikes)",1919,173591,15638593,TRUE,FALSE
"964","Blue Duck",21170.98967,"1200","","","Hymenolaimus malacorhynchos","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",1375,132966,12007395,FALSE,FALSE
"965","Blue Eared-Pheasant",198033.2228,NA,NA,NA,"Crossoptilon auritum","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",683,63440,5861667,TRUE,FALSE
"966","Blue Finch",645285.8128,NA,NA,NA,"Porphyrospiza caerulescens","Passeriformes","Thraupidae (Tanagers and Allies)",3037,277880,25714106,FALSE,FALSE
"967","Blue Grosbeak",190877.6611,NA,NA,NA,"Passerina caerulea","Passeriformes","Cardinalidae (Cardinals and Allies)",3268369,63575766,1240312511,FALSE,TRUE
"968","Blue Jay",2121431.775,NA,NA,NA,"Cyanocitta cristata","Passeriformes","Corvidae (Crows, Jays, and Magpies)",4336235,47457226,533648196,TRUE,TRUE
"969","Blue Jewel-babbler",154218.2802,NA,NA,NA,"Ptilorrhoa caerulescens","Passeriformes","Cinclosomatidae (Quail-thrushes and Jewel-babblers)",1084,97333,9241133,TRUE,FALSE
"970","Blue Malkoha",1546494.632,NA,NA,NA,"Ceuthmochares aereus","Cuculiformes","Cuculidae (Cuckoos)",11854,962714,96755387,TRUE,FALSE
"971","Blue Mockingbird",222818.5122,NA,NA,NA,"Melanotis caerulescens","Passeriformes","Mimidae (Mockingbirds and Thrashers)",8003,719708,61317000,FALSE,FALSE
"972","Blue Mountain Vireo",4255.517775,NA,NA,NA,"Vireo osburni","Passeriformes","Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",20,1718,165825,TRUE,FALSE
"973","Blue Nuthatch",139395.4997,NA,NA,NA,"Sitta azurea","Passeriformes","Sittidae (Nuthatches)",4427,395380,34067025,TRUE,FALSE
"974","Blue Paradise-Flycatcher",3146.540109,NA,NA,NA,"Terpsiphone cyanescens","Passeriformes","Monarchidae (Monarch Flycatchers)",31,3068,293212,TRUE,FALSE
"975","Blue Petrel",29222226.53,NA,NA,NA,"Halobaena caerulea","Procellariiformes","Procellariidae (Shearwaters and Petrels)",9364,822715,73517904,FALSE,FALSE
"976","Blue Pitta",393662.4573,NA,NA,NA,"Hydrornis cyaneus","Passeriformes","Pittidae (Pittas)",1212,112456,10509829,TRUE,FALSE
"977","Blue Quail",2315965.98,NA,NA,NA,"Synoicus adansonii","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",3849,366046,34463121,TRUE,FALSE
"978","Blue Rock-Thrush",2892997.323,NA,NA,NA,"Monticola solitarius","Passeriformes","Muscicapidae (Old World Flycatchers)",114408,9721622,877420605,TRUE,FALSE
"979","Blue Vanga",171958.788,NA,NA,NA,"Cyanolanius madagascarinus","Passeriformes","Vangidae (Vangas, Helmetshrikes, and Allies)",4018,393550,35754035,TRUE,FALSE
"980","Blue Whistling-Thrush",2191943.993,NA,NA,NA,"Myophonus caeruleus","Passeriformes","Muscicapidae (Old World Flycatchers)",47265,4743895,404728489,TRUE,FALSE
"981","Blue-and-black Tanager",79822.48516,NA,NA,NA,"Tangara vassorii","Passeriformes","Thraupidae (Tanagers and Allies)",5470,533358,53369599,FALSE,FALSE
"982","Blue-and-gold Tanager",3642.663077,NA,NA,NA,"Bangsia arcaei","Passeriformes","Thraupidae (Tanagers and Allies)",1562,143481,12996820,FALSE,TRUE
"983","Blue-and-white Kingfisher",9724.543416,"X","X","X","Todiramphus diops","Coraciiformes","Alcedinidae (Kingfishers)",37,3294,306033,TRUE,FALSE
"984","Blue-and-white Mockingbird",38062.97889,NA,NA,NA,"Melanotis hypoleucus","Passeriformes","Mimidae (Mockingbirds and Thrashers)",5186,500494,46420115,FALSE,FALSE
"985","Blue-and-white Swallow",3268477.29,NA,NA,NA,"Pygochelidon cyanoleuca","Passeriformes","Hirundinidae (Swallows)",303758,25869572,2146248209,TRUE,FALSE
"986","Blue-and-yellow Macaw",3003886.77,NA,NA,NA,"Ara ararauna","Psittaciformes","Psittacidae (New World and African Parrots)",100901,8323679,641553057,TRUE,FALSE
"987","Blue-and-yellow Tanager",888902.0874,NA,NA,NA,"Pipraeidea bonariensis","Passeriformes","Thraupidae (Tanagers and Allies)",42806,3843671,364409979,FALSE,FALSE
"988","Blue-backed Conebill",115830.9782,NA,NA,NA,"Conirostrum sitticolor","Passeriformes","Thraupidae (Tanagers and Allies)",3353,295465,28483526,FALSE,FALSE
"989","Blue-backed Manakin",1946061.349,NA,NA,NA,"Chiroxiphia pareola","Passeriformes","Pipridae (Manakins)",28722,2553307,234252518,TRUE,FALSE
"990","Blue-backed Tanager",163199.0991,NA,NA,NA,"Cyanicterus cyanicterus","Passeriformes","Thraupidae (Tanagers and Allies)",2119,201518,19625404,FALSE,FALSE
"991","Blue-banded Kingfisher",48403.72287,"150","50","249","Alcedo euryzona","Coraciiformes","Alcedinidae (Kingfishers)",635,54548,5325978,FALSE,TRUE
"992","Blue-banded Pitta",82644.42501,NA,NA,NA,"Erythropitta arquata","Passeriformes","Pittidae (Pittas)",794,70485,6924622,TRUE,FALSE
"993","Blue-banded Toucanet",39830.83378,"X","X","X","Aulacorhynchus coeruleicinctis","Piciformes","Ramphastidae (Toucans)",1054,101881,8390794,FALSE,FALSE
"994","Blue-bearded Bee-eater",1012441.084,NA,NA,NA,"Nyctyornis athertoni","Coraciiformes","Meropidae (Bee-eaters)",6850,620156,58560914,TRUE,FALSE
"995","Blue-bearded Helmetcrest",1093.548347,"150","50","249","Oxypogon cyanolaemus","Caprimulgiformes","Trochilidae (Hummingbirds)",1,86,7527,TRUE,FALSE
"996","Blue-bellied Parrot",11676.77168,"X","X","X","Triclaria malachitacea","Psittaciformes","Psittacidae (New World and African Parrots)",19,1666,166257,TRUE,FALSE
"997","Blue-bellied Roller",784407.9966,NA,NA,NA,"Coracias cyanogaster","Coraciiformes","Coraciidae (Rollers)",8156,733970,69428492,TRUE,FALSE
"998","Blue-billed Black-Tyrant",609648.8336,NA,NA,NA,"Knipolegus cyanirostris","Passeriformes","Tyrannidae (Tyrant Flycatchers)",2647,234657,21587322,FALSE,FALSE
"999","Blue-billed Curassow",1843.685747,NA,NA,NA,"Crax alberti","Galliformes","Cracidae (Guans, Chachalacas, and Curassows)",27,2320,219817,TRUE,TRUE
"1000","Blue-billed Duck",210233.681,NA,NA,NA,"Oxyura australis","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",20254,1927593,171650715,TRUE,FALSE
"1001","Blue-billed Malimbe",1018092.475,NA,NA,NA,"Malimbus nitens","Passeriformes","Ploceidae (Weavers and Allies)",3089,311063,28219115,TRUE,FALSE
"1002","Blue-black Grassquit",5887228.833,NA,NA,NA,"Volatinia jacarina","Passeriformes","Thraupidae (Tanagers and Allies)",227811,20777241,2081656788,TRUE,FALSE
"1003","Blue-black Grosbeak",338758.7654,NA,NA,NA,"Cyanoloxia cyanoides","Passeriformes","Cardinalidae (Cardinals and Allies)",8055,812106,76441493,TRUE,FALSE
"1004","Blue-black Kingfisher",178895.6118,NA,NA,NA,"Todiramphus nigrocyaneus","Coraciiformes","Alcedinidae (Kingfishers)",1754,154273,14065349,TRUE,FALSE
"1005","Blue-breasted Bee-eater",1348033.934,NA,NA,NA,"Merops variegatus","Coraciiformes","Meropidae (Bee-eaters)",29628,2824022,261821509,TRUE,FALSE
"1006","Blue-breasted Fairywren",146596.813,NA,NA,NA,"Malurus pulcherrimus","Passeriformes","Maluridae (Fairywrens)",6769,561006,57930597,FALSE,FALSE
"1007","Blue-breasted Flycatcher",22329.22854,NA,NA,NA,"Cyornis herioti","Passeriformes","Muscicapidae (Old World Flycatchers)",253,21697,2111905,TRUE,FALSE
"1008","Blue-breasted Kingfisher",1843470.248,NA,NA,NA,"Halcyon malimbica","Coraciiformes","Alcedinidae (Kingfishers)",12844,1192241,108459222,TRUE,FALSE
"1009","Blue-breasted Pitta",111728.5473,NA,NA,NA,"Erythropitta erythrogaster","Passeriformes","Pittidae (Pittas)",4195,393712,36005525,TRUE,FALSE
"1010","Blue-breasted Quail",3152545.795,NA,NA,NA,"Synoicus chinensis","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",42456,3841823,315639137,TRUE,FALSE
"1011","Blue-browed Tanager",34328.37052,NA,NA,NA,"Tangara cyanotis","Passeriformes","Thraupidae (Tanagers and Allies)",980,84721,7368854,FALSE,FALSE
"1012","Blue-capped Cordonbleu",292033.7964,NA,NA,NA,"Uraeginthus cyanocephalus","Passeriformes","Estrildidae (Waxbills and Allies)",8210,743357,64565425,TRUE,FALSE
"1013","Blue-capped Fruit-Dove",10092.69147,NA,NA,NA,"Ptilinopus monacha","Columbiformes","Columbidae (Pigeons and Doves)",67,6337,647193,TRUE,FALSE
"1014","Blue-capped Hummingbird",1569.057134,NA,NA,NA,"Eupherusa cyanophrys","Caprimulgiformes","Trochilidae (Hummingbirds)",2,217,20094,TRUE,TRUE
"1015","Blue-capped Ifrita",35495.16751,"","","","Ifrita kowaldi","Passeriformes","Ifritidae (Ifrita)",1327,109581,10095974,TRUE,FALSE
"1016","Blue-capped Kingfisher",9542.181286,NA,NA,NA,"Actenoides hombroni","Coraciiformes","Alcedinidae (Kingfishers)",53,4582,451704,TRUE,TRUE
"1017","Blue-capped Motmot",14802.83005,NA,NA,NA,"Momotus coeruliceps","Coraciiformes","Momotidae (Motmots)",145,11943,1115817,TRUE,FALSE
"1018","Blue-capped Puffleg",22062.63054,NA,NA,NA,"Eriocnemis glaucopoides","Caprimulgiformes","Trochilidae (Hummingbirds)",70,6326,586725,TRUE,FALSE
"1019","Blue-cheeked Bee-eater",59063.93569,NA,NA,NA,"Merops persicus","Coraciiformes","Meropidae (Bee-eaters)",306743,26646605,2483539545,TRUE,FALSE
"1020","Blue-cheeked Jacamar",1044417.583,NA,NA,NA,"Galbula cyanicollis","Galbuliformes","Galbulidae (Jacamars)",7760,813595,71083293,TRUE,FALSE
"1021","Blue-cheeked Parrot",142848.07,NA,NA,NA,"Amazona dufresniana","Psittaciformes","Psittacidae (New World and African Parrots)",1541,146744,13686051,FALSE,FALSE
"1022","Blue-chested Hummingbird",115294.2532,NA,NA,NA,"Amazilia amabilis","Caprimulgiformes","Trochilidae (Hummingbirds)",8739,809883,75419432,TRUE,FALSE
"1023","Blue-collared Parrot",96997.1862,NA,NA,NA,"Geoffroyus simplex","Psittaciformes","Psittaculidae (Old World Parrots)",1177,114042,10935140,TRUE,FALSE
"1024","Blue-crowned Hanging-Parrot",545710.3653,NA,NA,NA,"Loriculus galgulus","Psittaciformes","Psittaculidae (Old World Parrots)",13828,1190147,107208750,TRUE,FALSE
"1025","Blue-crowned Lorikeet",1418.598372,"X","X","X","Vini australis","Psittaciformes","Psittaculidae (Old World Parrots)",11025,1003569,86952983,TRUE,FALSE
"1026","Blue-crowned Racquet-tail",66308.09733,NA,NA,NA,"Prioniturus discurus","Psittaciformes","Psittaculidae (Old World Parrots)",2285,208179,18717948,TRUE,FALSE
"1027","Blue-crowned Trogon",2855721.5,NA,NA,NA,"Trogon curucui","Trogoniformes","Trogonidae (Trogons)",36769,3377756,299702524,TRUE,FALSE
"1028","Blue-eared Barbet",435021.6027,NA,NA,NA,"Psilopogon duvaucelii","Piciformes","Megalaimidae (Asian Barbets)",22100,1961506,181434947,TRUE,FALSE
"1029","Blue-eared Kingfisher",1411271.366,NA,NA,NA,"Alcedo meninting","Coraciiformes","Alcedinidae (Kingfishers)",25890,2561742,219046654,TRUE,FALSE
"1030","Blue-eyed Cockatoo",12482.99998,"10000","","","Cacatua ophthalmica","Psittaciformes","Cacatuidae (Cockatoos)",5546,479484,45735615,TRUE,FALSE
"1031","Blue-faced Honeyeater",773769.8806,NA,NA,NA,"Entomyzon cyanotis","Passeriformes","Meliphagidae (Honeyeaters)",56804,4921644,514711671,TRUE,FALSE
"1032","Blue-faced Malkoha",303454.1819,NA,NA,NA,"Phaenicophaeus viridirostris","Cuculiformes","Cuculidae (Cuckoos)",6754,624538,62325729,FALSE,FALSE
"1033","Blue-faced Parrotfinch",331579.9611,NA,NA,NA,"Erythrura trichroa","Passeriformes","Estrildidae (Waxbills and Allies)",5106,463876,41758999,TRUE,FALSE
"1034","Blue-faced Rail",18805.38761,"6250","2500","9999","Gymnocrex rosenbergii","Gruiformes","Rallidae (Rails, Gallinules, and Coots)",289,26790,2526138,TRUE,FALSE
"1035","Blue-footed Booby",1650827.372,NA,NA,NA,"Sula nebouxii","Suliformes","Sulidae (Boobies and Gannets)",196220,14992631,1286571690,TRUE,FALSE
"1036","Blue-fronted Flycatcher",6672.150769,NA,NA,NA,"Cyornis hoevelli","Passeriformes","Muscicapidae (Old World Flycatchers)",1175,92904,8202470,TRUE,FALSE
"1037","Blue-fronted Lancebill",177469.6328,NA,NA,NA,"Doryfera johannae","Caprimulgiformes","Trochilidae (Hummingbirds)",1574,134674,11385532,FALSE,FALSE
"1038","Blue-fronted Lorikeet",3302.842923,NA,NA,NA,"Charmosyna toxopei","Psittaciformes","Psittaculidae (Old World Parrots)",18,1469,127442,TRUE,TRUE
"1039","Blue-fronted Parrotlet",51185.5101,"X","X","X","Touit dilectissimus","Psittaciformes","Psittacidae (New World and African Parrots)",332,32369,3145110,FALSE,FALSE
"1040","Blue-fronted Robin",84790.36521,NA,NA,NA,"Cinclidium frontale","Passeriformes","Muscicapidae (Old World Flycatchers)",514,46660,4153967,FALSE,FALSE
"1041","Blue-gray Gnatcatcher",893338.8834,NA,NA,NA,"Polioptila caerulea","Passeriformes","Polioptilidae (Gnatcatchers)",50969759,542518652,5789385556,FALSE,TRUE
"1042","Blue-gray Noddy",13048200.13,NA,NA,NA,"Anous ceruleus","Charadriiformes","Laridae (Gulls, Terns, and Skimmers)",230112,19979209,1586967237,TRUE,FALSE
"1043","Blue-gray Robin",64812.62738,NA,NA,NA,"Peneothello cyanus","Passeriformes","Petroicidae (Australasian Robins)",1705,149504,14556651,TRUE,FALSE
"1044","Blue-headed Bee-eater",616818.6798,NA,NA,NA,"Merops muelleri","Coraciiformes","Meropidae (Bee-eaters)",1719,158448,14784281,TRUE,FALSE
"1045","Blue-headed Coucal",1127473.985,NA,NA,NA,"Centropus monachus","Cuculiformes","Cuculidae (Cuckoos)",7512,719568,62055160,TRUE,FALSE
"1046","Blue-headed Crested-Flycatcher",1421188.26,NA,NA,NA,"Trochocercus nitens","Passeriformes","Monarchidae (Monarch Flycatchers)",13702,1250234,118562616,TRUE,FALSE
"1047","Blue-headed Fantail",32199.78456,"X","X","X","Rhipidura cyaniceps","Passeriformes","Rhipiduridae (Fantails)",4510,395460,35181023,TRUE,FALSE
"1048","Blue-headed Macaw",250680.5041,NA,NA,NA,"Primolius couloni","Psittaciformes","Psittacidae (New World and African Parrots)",4546,427416,39078593,FALSE,FALSE
"1049","Blue-headed Parrot",3233692.231,NA,NA,NA,"Pionus menstruus","Psittaciformes","Psittacidae (New World and African Parrots)",104764,9602035,871834345,TRUE,FALSE
"1050","Blue-headed Pitta",233585.5591,NA,NA,NA,"Hydrornis baudii","Passeriformes","Pittidae (Pittas)",1305,120935,10679853,TRUE,FALSE
"1051","Blue-headed Quail-Dove",11006.75505,"1150","600","1700","Starnoenas cyanocephala","Columbiformes","Columbidae (Pigeons and Doves)",544,49534,4708933,FALSE,TRUE
"1052","Blue-headed Racquet-tail",5244.757873,NA,NA,NA,"Prioniturus platenae","Psittaciformes","Psittaculidae (Old World Parrots)",89,7318,543749,TRUE,TRUE
"1053","Blue-headed Sunbird",44139.56168,"X","X","X","Cyanomitra alinae","Passeriformes","Nectariniidae (Sunbirds and Spiderhunters)",1913,179861,15270205,TRUE,FALSE
"1054","Blue-headed Wood-Dove",1065960.782,NA,NA,NA,"Turtur brehmeri","Columbiformes","Columbidae (Pigeons and Doves)",28843,2674561,215589405,TRUE,FALSE
"1055","Blue-lored Antbird",39792.20267,NA,NA,NA,"Hafferia immaculata","Passeriformes","Thamnophilidae (Typical Antbirds)",413,37649,3565004,FALSE,FALSE
"1056","Blue-mantled Thornbill",46502.03493,"X","X","X","Chalcostigma stanleyi","Caprimulgiformes","Trochilidae (Hummingbirds)",1224,105847,10252775,FALSE,FALSE
"1057","Blue-moustached Bee-eater",124695.2673,NA,NA,NA,"Merops mentalis","Coraciiformes","Meropidae (Bee-eaters)",688,61365,5292260,TRUE,FALSE
"1058","Blue-naped Chlorophonia",776332.0498,NA,NA,NA,"Chlorophonia cyanea","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",15059,1485045,128214517,FALSE,FALSE
"1059","Blue-naped Mousebird",2231557.104,NA,NA,NA,"Urocolius macrourus","Coliiformes","Coliidae (Mousebirds)",63807,5666949,463852552,TRUE,FALSE
"1060","Blue-naped Parrot",112302.3087,NA,NA,NA,"Tanygnathus lucionensis","Psittaciformes","Psittaculidae (Old World Parrots)",1398,114577,11153858,TRUE,FALSE
"1061","Blue-naped Pitta",258024.5293,NA,NA,NA,"Hydrornis nipalensis","Passeriformes","Pittidae (Pittas)",1104,94533,8074056,FALSE,FALSE
"1062","Blue-necked Tanager",481999.9547,NA,NA,NA,"Tangara cyanicollis","Passeriformes","Thraupidae (Tanagers and Allies)",29887,2610786,224345034,FALSE,FALSE
"1063","Blue-rumped Manakin",33842.30965,"X","X","X","Lepidothrix isidorei","Passeriformes","Pipridae (Manakins)",270,23484,2200029,FALSE,FALSE
"1064","Blue-rumped Parrot",539999.7462,NA,NA,NA,"Psittinus cyanurus","Psittaciformes","Psittaculidae (Old World Parrots)",2860,308326,25478994,TRUE,FALSE
"1065","Blue-rumped Pitta",223557.8984,NA,NA,NA,"Hydrornis soror","Passeriformes","Pittidae (Pittas)",1199,115046,10143122,TRUE,FALSE
